project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
MAVEN_PROJECT-148;MNG-4755;Major;Closed;Version ranges cannot be resolved against mirror if a local artifact is present;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-149;MNG-2740;Major;Closed;maven-core has compile errors under src/test;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-150;MNG-5557;Major;Closed;Limit the reactor to the projects that are specified using --projects;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-151;MNG-3428;Major;Closed;${plugin.artifacts} doesnt contain maven core artifacts;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-152;MNG-2154;Blocker;Closed;[maven-embedder-refactor] Cannot build multiprojects.;Usability;0;1;1;0;0;0;0
MAVEN_PROJECT-153;MNG-3848;Minor;Closed;regression Inheritance of project/site/scm URLs does not take childs relative location to parent into account;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-154;MNG-628;Major;Closed;lover report in pom links to empty page instead of generated content;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-155;MNG-794;Major;Closed;Deploy fails with NPE;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-156;MNG-4353;Major;Closed;regression Plugin dependencies are not downloaded from repos given in the plugins POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-157;MNG-432;Major;Closed;install install-file relies on a project when it shouldnt need to;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-158;MNG-597;Minor;Closed;Maven doesnt work in Turkish locale;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-159;MNG-1898;Blocker;Closed;Plugin classpath broken from 2.0 to 2.0.1;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-160;MNG-5882;Major;Closed;Nonportable shell constructs cause bin/mvn errors on Debian;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-161;MNG-2861;Major;Closed;NullPointerException in DefaultArtifactCollector for relocated resolvedArtifacts with different version ranges and available versions.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-162;MNG-1593;Minor;Closed;Typo in settings doc;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-163;MNG-1079;Major;Closed;error reporting for a plugin not found needs improvement;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-164;MNG-602;Major;Closed;tweak MojoExecutionException to use Throwable as opposed to Exception;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-165;MNG-3139;Major;Closed;The skin does not exist: Unable to determine the release version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-166;MNG-4651;Major;Closed;Site 3.x plugin broken due to api change;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-167;MNG-1348;Major;Closed;includes on resource tag not documented as being a list;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-168;MNG-914;Trivial;Closed;time at end doesnt include time needed to load projects;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-169;MNG-4345;Major;Closed;regression Plugin executions contributed by default lifecycle mapping execute after other plugin executions bound to the same phase;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-170;MNG-4892;Minor;Closed;Use of log-file doesnt capture all output  e.g. from maven-antrun-plugin;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-171;MNG-3722;Major;Closed;Fail to run CXF code generation with 2.0.10 RC;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-172;MNG-5907;Major;Closed;org.apache.maven.repository.internal.RemoteSnapshotMetadataTest fails to start at midnight;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-173;MNG-3073;Major;Closed;Memory Leak in maven2 for multiproject;Performance;0;0;0;0;0;1;0
MAVEN_PROJECT-174;MNG-3887;Major;Closed;regression Order of plugin executions within same phase does not match POM order when plugin management is used;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-175;MNG-326;Critical;Closed;better defined module ordering;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-176;MNG-582;Major;Closed;Ability to produce a default index.html for the site:site goal;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-177;MNG-5314;Minor;Closed;DefaultModelValidator misuses String.matches;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-178;MNG-4543;Major;Closed;Cleanup tmp files created by DefaultWagonManager;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-179;MNG-4643;Major;Closed;regression Transitive dependency not available due to dependency POM erroneously rejected as invalid;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-180;MNG-1278;Trivial;Closed;Broken Links on Getting Started page;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-181;MNG-469;Major;Closed;implement report configuration;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-182;MNG-1891;Major;Closed;plugin execution in a profile;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-183;MNG-4023;Major;Closed;Profiles from parent POM are injected multiple times if parent is part of reactor build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-184;MNG-6190;Major;Closed;maven-resolver-providers DefaultArtifactDescriptorReader has mismatched constructor and initService methods;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-185;MNG-3943;Major;Closed;regression Inherited plugin executions are lost if child and parent specify different plugin versions;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-186;MNG-1011;Major;Closed;defaultGoal doesnt work;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-187;MNG-2987;Major;Closed;Fix tests for running in path with spaces;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-188;MNG-4586;Minor;Closed;Plugin prefix cant be resolved from plugin management if management entry is missing plugin version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-189;MNG-282;Blocker;Closed;mojos should be able to declare project independence;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-190;MNG-3452;Major;Closed;StackOverflowError building Apache ServiceMix 3;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-191;MNG-3567;Major;Closed;pluginManagement from parent POM not used in child;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-192;MNG-2795;Major;Closed;Classloader problem loading a resource from a build extension Jar : difference between 2.0.4 and (future) 2.0.5;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-193;MNG-5000;Major;Closed;[regression] child distributionManagment.site.url not correct in a flat directory layout when childs artifactId doesnt match its module name;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-194;MNG-6090;Major;Closed;CI friendly properties break submodule builds;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-195;MNG-6195;Major;Resolved;Use consistent quoting forms in mvn launcher script;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-196;MNG-789;Major;Closed;model interpolator does not populate ${basedir} in distributionManagement/repository/url;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-197;MNG-2632;Major;Closed;Setting property in profiles is not evaluated for POM validation;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-198;MNG-4360;Major;Closed;regression wagon-webdav-jackrabbit doesnt work with Maven 3.x;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-199;MNG-2648;Major;Closed;Repeated message [WARNING] Unable to get resource from repository ... ;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-200;MNG-4528;Major;Closed;regression mvn deploy ignores proxy settings;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-201;MNG-2996;Major;Closed;maven-test-tools: Updates for PLXUTILS-31 patches;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-202;MNG-2848;Major;Closed;Environment variables in profile activation not working;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-203;MNG-1995;Major;Closed;filtering element in pom.xml ignore properties;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-204;MNG-913;Major;Closed;Specified specific snapshot version for a plugin is ignored;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-205;MNG-2413;Major;Closed;maven version insistence based on wrong variable;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-206;MNG-419;Major;Closed;Setting snapshotPolicy to never throws a NullPointerException;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-207;MNG-4409;Critical;Closed;NPE when reporting command line error for non-existent option;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-208;MNG-4657;Minor;Closed;SettingsUtils.copySettings does not perform a deep copy;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-209;MNG-2932;Major;Closed;Encoding chaos;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-210;MNG-3500;Major;Closed;Include/Exclude of transitive dependencies depends on alphabetic order of module names.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-211;MNG-1097;Critical;Closed;MavenEmbedder.getLocalRepositoryDirectory() return null after start();FR;0;0;0;0;0;0;1
MAVEN_PROJECT-212;MNG-3003;Major;Closed;maven-plugin-testing-tools: Updates for PLXUTILS-31 patches;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-213;MNG-6172;Blocker;Closed;Precedence of command-line system property options has changed;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-214;MNG-2409;Major;Closed;@requiresDependencyResolution re-resolves transitive dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-215;MNG-1245;Major;Closed;Reactor projects sometimes used even with version mismatch;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-216;MNG-2787;Major;Closed;Multi Project Aggregator ignoring dependency version in the POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-217;MNG-1499;Major;Closed;Execution order is arbitrary if inheritance is involved;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-218;MNG-2071;Trivial;Closed;Typo: guide-coping-with-sun-jars.html;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-219;MNG-4350;Major;Closed;regression Multiple goals bound to the same phase in a lifecycle mapping get executed out of order;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-220;MNG-2977;Major;Closed;it0072 fails because of Xpp3Dom being in two classloaders  a resuilt of the plexus-utils hiding;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-221;MNG-4872;Blocker;Closed;Dependency exclusions not always honored for dependencies with classifier;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-222;MNG-4829;Major;Closed;regression Checksum failures arent logged;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-223;MNG-1424;Critical;Closed;Specifying <version> for a plugin in <pluginManagement> does not force Maven to use this version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-224;MNG-4850;Minor;Closed;regression several elements of server configuration in settings.xml are not honoured;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-225;MNG-2905;Major;Closed;JIRA URL is wrong on the site;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-226;MNG-1447;Major;Closed;Proxy;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-227;MNG-4572;Major;Closed;modelVersion element in pom does not allow whitespace around version string;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-228;MNG-4361;Major;Closed;regression] command line option -update-snapshots does not work;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-229;MNG-206;Trivial;Closed;dag should use groupID and artifactID;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-230;MNG-5440;Major;Closed;default-value on mojo parameter of type collection or array effectively make parameter read-only;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-231;MNG-4199;Major;Closed;regression Dependency resolution for compile and runtime scope misses provided&system dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-232;MNG-614;Major;Closed;RELEASE selected for range even if it is below the lower bound;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-233;MNG-722;Major;Closed;maven-site-plugin maven-site.vm contains wired encoding;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-234;MNG-5056;Critical;Closed;Test dependencies get packaged into WAR file.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-235;MNG-2334;Major;Closed;When the embedder starts up for the first time and the user doesnt have maven installed the default directories should be created.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-236;MNG-277;Major;Closed;When a download is failing the error message is confusing.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-237;MNG-5680;Critical;Closed;java.lang.UnsupportedOperationException on DefaultProjectBuilder.build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-238;MNG-4084;Major;Closed;Unnecessary Warning for an activate profile in child project;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-239;MNG-1318;Major;Closed;mvn.bat sets incorrect value to M2_HOME [Windows 2000];FR;0;0;0;1;0;0;1
MAVEN_PROJECT-240;MNG-4842;Major;Closed;regression Repositories discovered in dependency POMs override repositories configured for original resolution request of POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-241;MNG-3668;Major;Closed;maven-eclipse-plugin 2.5 is failing with java.lang.LinkageError;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-242;MNG-3259;Blocker;Closed;Regression: Maven drops dependencies in multi-module build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-243;MNG-5484;Major;Closed;Changing the Maven distribution name breaks ITs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-244;MNG-3477;Major;Closed;Authentication failures on dependency download arent reported;FR;0;0;0;0;1;0;1
MAVEN_PROJECT-245;MNG-1323;Major;Closed;Plugin extensions (dependencies) not resolved in reactor build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-246;MNG-931;Major;Closed;In site.html extra images are said to be available via resources/images;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-247;MNG-3821;Major;Closed;regression Project builder blows up when POM declares two plugins which use the same id for their executions/reportsets;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-248;MNG-3181;Major;Closed;JDOM artifact filtering is causing problems;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-249;MNG-4738;Minor;Closed;DefaultArtifactResolver forks non-daemon threads;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-250;MNG-5687;Major;Closed;Parallel Builds can build in wrong order;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-251;MNG-424;Minor;Closed;Eclipse plugin doesnt generate classpaths for test dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-252;MNG-3934;Major;Closed;Get Nexus Pro building with Maven 3.x;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-253;MNG-4006;Major;Closed;regression Test failures while building plexus-i18n;FR;0;0;0;0;1;0;1
MAVEN_PROJECT-254;MNG-3960;Major;Closed;cannot build projects which use plexus-maven-plugin with 3.0-alpha-1;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-255;MNG-916;Major;Closed;RELEASE gets selected as a version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-256;MNG-4341;Major;Closed;regression Plugins are not executed in POM order;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-257;MNG-3156;Major;Closed;NullPointerException with mvn dependency:sources;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-258;MNG-3159;Major;Closed;IT 95 is failing on the trunk and maven-2.0.x branch;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-259;MNG-2936;Major;Closed;IllegalArgumentException forking during javadoc;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-260;MNG-1122;Major;Closed;installing plugin-plugin fails due to being overwritten in use (before updatePluginRegistry is called);FR;0;0;0;0;0;0;1
MAVEN_PROJECT-261;MNG-3366;Major;Closed;Site generation is totally messed up;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-262;MNG-1432;Major;Closed;wrong creation of artifacts with classifiers;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-263;MNG-2524;Trivial;Closed;DefaultArtifactFactory.createDependencyArtifact sets scope to null;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-264;MNG-2729;Major;Closed;Use request.getBaseDirectory() inside DefaultMaven and not the user.dir System property;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-265;MNG-473;Major;Closed;m2 fails if user.home contains $ character;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-266;MNG-4227;Minor;Closed;DefaultArtifactVersion equals implementation does not handle null;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-267;MNG-1337;Major;Closed;Interpolation of POM values needs to be improved;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-268;MNG-693;Minor;Closed;Reporting stanza is not inherited from parent;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-269;MNG-3484;Major;Closed;INT_MAVEN_OPTS are not quoted in mvnDebug which causes issues on some shells;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-270;MNG-3625;Major;Closed;revisit it0026;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-271;MNG-3796;Major;Closed;regression Class loader inconsistency when loading classes imported from core realm;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-272;MNG-3272;Blocker;Closed;new URI( url.toString() ) when using a jar path with a space in it results in error;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-273;MNG-4012;Major;Closed;Nexus Migration Project Fails to Build:  No such archiver: pom.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-274;MNG-3585;Major;Closed;nonProxyHosts separator is wrong in the default settings.xml;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-275;MNG-5638;Major;Closed;Whitespaces matter in <mirrorOf> configuration can cause the incorrect repo to be selected;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-276;MNG-3957;Major;Closed;regression For artifact {stax:stax-api:null:jar}: The version cannot be empty. ;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-277;MNG-2033;Minor;Closed;published m2 POM descriptor incorrectly uses <o> instead of <os> in at least two places;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-278;MNG-214;Major;Closed;plugin parameters instantiated from wrong classloader;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-279;MNG-3718;Minor;Closed;Build timestamp interpolator gives hours in AM/PM instead of 24-hour time;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-280;MNG-3010;Major;Closed;Problem parsing version ranges;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-281;MNG-2899;Major;Closed;In cases where ${version} is used in depMan we get null versions in attached artifacts;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-282;MNG-4040;Major;Closed;Tycho build fails with PluginDescriptor for the plugin was not found;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-283;MNG-1827;Major;Closed;mvn cli bash script  doesnt work  in mingw;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-284;MNG-1417;Critical;Closed;Relocated artifacts hide other versions that should be picked;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-285;MNG-1577;Major;Closed;dependencyManagement does not work for transitive dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-286;MNG-2276;Major;Closed;profile activation by property doesnt work with properties defined in settings.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-287;MNG-4919;Major;Closed;Plugin execution contributed by lifecycle mapping gets lost when same goal is bound multiple times;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-288;MNG-1394;Major;Closed;Use of the RelativePath Multi-Module produces failure;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-289;MNG-619;Major;Closed;clover requires clover dependency on the project  rather than getting it from the plugin;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-290;MNG-77;Major;Closed;dependency-poms parent not included in transitive dependency search;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-291;MNG-1290;Major;Closed;What is a Mojo?;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-292;MNG-3441;Major;Closed;Maven should always retrieve metadata to be updated from the deployment repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-293;MNG-4474;Major;Closed;regression Wagon manager does not respect instantiation strategy of wagons;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-294;MNG-86;Trivial;Closed;m2-bootstrap-all.bat fails if ${maven.home} contains spaces;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-295;MNG-833;Major;Closed;idea plugin produces NPE (with patch);FR;0;0;0;0;0;0;1
MAVEN_PROJECT-296;MNG-5852;Major;Closed;mvn shell script invokes /bin/sh but requires Bash functions;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-297;MNG-3341;Trivial;Closed;Bash auto-completion script in mini guide contains syntax error;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-298;MNG-4729;Major;Closed;Mirrors and servers not accessed properly by plugin on a build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-299;MNG-3827;Major;Closed;[regression] Order of collection-valued plugin configuration parameters is reversed;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-300;MNG-3872;Minor;Closed;Profiles not being activated for relocated POMs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-301;MNG-4356;Major;Closed;[regression] Active component maps with stateful per-lookup components broken;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-302;MNG-4238;Major;Closed;Custom ArtifactHandler provided by build extension isnt used for project artifact;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-303;MNG-5609;Major;Closed;README.txt in distro incorrectly states JDK requirement as 1.5+;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-304;MNG-5403;Trivial;Closed;tar.gz release artifacts have wrong permissions on directories;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-305;MNG-2078;Major;Closed;Fixup super pom to activate the profile only when -DperformRelease=true.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-306;MNG-4355;Major;Closed;regression Extensions without version in the POM are not resolved to the RELEASE artifact;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-307;MNG-4363;Major;Closed;regression Dependency artifacts injected by plugins arent included in class paths;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-308;MNG-4791;Minor;Closed;regression POM artifacts passed into MavenProjectBuilder.buildFromRepository() are no longer resolved;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-309;MNG-1517;Major;Closed;broken link to issue tracker on How to Help page ;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-310;MNG-5640;Major;Closed;AbstractMavenLifecycleParticipant#afterSessionEnd is not invoked in some cases;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-311;MNG-375;Major;Closed;3-level pom plugin config inheritance causes ConcurrentModificationException;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-312;MNG-3723;Critical;Closed;${project.basedir} is not interpolated;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-313;MNG-4013;Major;Closed;DuplicateArtifactAttachmentException On Building Test Jar;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-314;MNG-82;Major;Closed;it0009 fails on Windows;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-315;MNG-5816;Minor;Closed;Empy maven.config cause Maven to exit with failure;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-316;MNG-2942;Trivial;Closed;Typo in Maven introduction;Other;0;0;0;0;0;0;1
MAVEN_PROJECT-317;MNG-2668;Major;Closed;Plugin dependencies should be considered when the reactor creates the build order list;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-318;MNG-4430;Minor;Closed;regression Presence of distribution management status in POM of local project does not cause validation error;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-319;MNG-4318;Major;Closed;MavenProject.executionRoot is not set correctly;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-320;MNG-820;Blocker;Closed;Over-zealous transitive dependencies during mediation;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-321;MNG-4418;Minor;Closed;Dependency resolution appears to misbehave if a remote repository uses the id local;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-322;MNG-3607;Major;Closed;Class loaders employed by Maven return invalid URLs to resources;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-323;MNG-556;Major;Closed;NPE in MavenProject class;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-324;MNG-6209;Major;Closed;inconsistent activation of components from multiple extensions=true plugins;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-325;MNG-5677;Major;Closed;Fine-grained cache management;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-326;MNG-687;Blocker;Closed;Crash in source-plugin  using assembly:assembly goal  on non-SNAPSHOT project.;FR;1;0;0;0;0;0;1
MAVEN_PROJECT-327;MNG-4276;Major;Closed;Plugins with indirect dependency on plexus-utils are stuck with plexus-utils:1.1;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-328;MNG-2130;Blocker;Closed;Parent POM not created by reactor if not found in repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-329;MNG-4564;Major;Closed;Location and name for settings-security.xml has changed in Maven 3;Security;0;0;0;0;1;0;0
MAVEN_PROJECT-330;MNG-767;Major;Closed;NPE in offline mode;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-331;MNG-6200;Major;Closed;Some IT fails if proxy is configured;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-332;MNG-2793;Critical;Closed;Snapshot plugins cannot be resolved correctly with java6;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-333;MNG-4415;Major;Closed;regression Plugins are not properly ordered after merging with inherited parent plugins;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-334;MNG-4385;Major;Closed;regression Custom lifecycle mappings from build extension leak into other projects in the reactor without extension;Performance;0;0;0;0;0;1;0
MAVEN_PROJECT-335;MNG-480;Major;Closed;fix it0023  it0026;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-336;MNG-2068;Critical;Closed;Multiple inheritance fails to find grand parent in ../../pom.xml when the groupIds differ (Test Case Attached);FR;0;0;0;0;0;0;1
MAVEN_PROJECT-337;MNG-478;Major;Closed;war war warSourceExcludes parameter not used when set in the POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-338;MNG-5692;Minor;Closed;Bad JDK autodetection if a Mac has both Apple and Oracle JDK;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-339;MNG-3610;Minor;Closed;Endless loop with relocation jtds:jtds;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-340;MNG-4818;Major;Closed;NPE in legacy.DefaultWagonManager.getArtifact;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-341;MNG-3776;Trivial;Closed;Namespace misspelled in settings.xml;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-342;MNG-5886;Major;Closed;Broken link of  Building Maven in README.md on Github;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-343;MNG-4781;Blocker;Closed;Cant deploy to Nexus staging repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-344;MNG-2652;Minor;Closed;Dead links from Maven Users Centre;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-345;MNG-3978;Major;Closed;Parent Pom Dependency Scope overrides Child Pom Dependency Default Scope;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-346;MNG-2087;Major;Closed;NPE in PluginXdocGenerator;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-347;MNG-4050;Major;Closed;Bootstrap fails since the commons-parent pom has empty repo URL;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-348;MNG-5163;Major;Closed;MavenProject.getPluginRepositories misimplemented;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-349;MNG-558;Critical;Closed;Incorrect groupId  artifactId  version used during install;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-350;MNG-4426;Major;Closed;Some javac errors not shown in console when error stacktraces are turned on;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-351;MNG-5595;Trivial;Closed;name field missing in plugin.xml documentation;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-352;MNG-676;Minor;Closed;jline issues embedding M2;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-353;MNG-5224;Major;Closed;REGRESSION Injected Settings in a Mojo are missing the profiles from settings.xml;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-354;MNG-477;Major;Closed;maven-plugin-assembly: <unpack> tries to unpack non archive files;FR;0;0;0;0;0;0;1
